name_da,new_id,name
"TMI#J21.34 ""”Move stool before sitting on it“:""",J21.34,"TMI # J21.34 """" Move stool before sitting on it "":"""
"TMI#A2011 ""Creation of ant.""",A2011,"TMI # A2011 ""Creation of ant."""
"TMI#J163.2 ""Man to bring wife a purseful of sense.""",J163.2,"TMI # J163.2 ""Man to bring wife a purseful sense."""
"TMI#A475.0 """"",A475.0,"TMI # A475.0 """""
"ATU#111A* ""A Drunkard's Promise""",111A*,"ATU # 111A * ""A Drunkard's Promise"""
"ATU#1272* ""Drying Snow on the Stove""",1272*,"ATU # 1272 * ""Drying Snow on the Stove"""
"ATU#920B* ""The Lineage of the King's Three Sons""",920B*,"ATU # 920B * ""The Lineage of the King's Three Sons"""
"TMI#A310 ""God of the world of the dead.""",A310,"TMI # A310 ""God of the world of the dead."""
"TMI#W153.11 ""Miser dies because he will not buy a candle.""",W153.11,"TMI # W153.11 ""Miser dies because he won't buy a candle."""
"TMI#F165.3.1 ""Hall of glass in otherworld.""",F165.3.1,"TMI # F165.3.1 ""Hall of glass in otherworld."""
"TMI#F165.3 ""Rooms in otherworld dwellings.""",F165.3,"TMI # F165.3 ""Rooms in otherworld dwellings."""
ATU#169B*,169B*,ATU # 169B *
"TMI#D1355.0 """"",D1355.0,"TMI # D1355.0 """""
"TMI#K1132 ""Peter receives the blows twice.""",K1132,"TMI # K1132 ""Peter receives the blows twice."""
"TMI#A400 ""God of the earth.""",A400,"TMI # A400 ""God of the earth."""
"TMI#A2320.3 ""How lizard got red head.""",A2320.3,"TMI # A2320.3 ""How the lizard got red head."""
"TMI#J2511 ""The silence wager.""",J2511,"TMI # J2511 ""The silence wager."""
"ATU#1351 ""The Silence Wager""",1351,"ATU # 1351 ""The Silence Wager"""
"TMI#B134.3 ""Dog as animal of warning.""",B134.3,"TMI # B134.3 ""Dog as an animal of warning."""
"TMI#B134 ""Truth-telling dog.""",B134,"TMI # B134 ""Truth score though."""
"TMI#D161.3 ""Transformation: man to duck.""",D161.3,"TMI # D161.3 ""Transformation: man to duck."""
"TMI#R115 ""King transformed to parrot frees captured parrots.""",R115,"TMI # R115 ""King transformed to parrot frees captured parrots."""
"TMI#R10.1 ""Princess (maiden) abducted.""",R10.1,"TMI # R10.1 ""Princess (maiden) abducted."""
"ATU#180 ""The Rebounding Bow""",180,"ATU # 180 ""The Rebounding Bow"""
"TMI#J514.2 ""Wolf tries to eat bowstring.""",J514.2,"TMI # J514.2 ""Wolf tries to eat bowstring."""
"TMI#Z71.0 """"",Z71.0,"TMI # Z71.0 """""
ATU#1891B*,1891B*,ATU # 1891B *
"TMI#Q552.25 ""Earthquake as punishment.""",Q552.25,"TMI # Q552.25 ""Earthquake as punishment."""
"TMI#D1246 ""Magic powder.""",D1246,"TMI # D1246 ""Magic powder."""
"ATU#726 ""The Three Old Men (previously The Oldest on the Farm)""",726,"ATU # 726 ""The Three Old Men (formerly The Oldest on the Farm)"""
"TMI#B172.10 ""Black birds.""",B172.10,"TMI # B172.10 ""Black birds."""
"ATU#1446 ""“Let them Eat Cake!”""",1446,"ATU # 1446 """" Let them Eat Cake! """""
"TMI#J2227 ""Let them eat cake.""",J2227,"TMI # J2227 ""Let them eat cake."""
"ATU#1337 ""A Farmer Visits the City""",1337,"ATU # 1337 ""A Farmer Visits the City"""
"TMI#F349 ""Gifts from fairies--miscellaneous.""",F349,"TMI # F349 ""Gifts from fairies - miscellaneous."""
"TMI#E481.2 ""Land of dead across water.""",E481.2,"TMI # E481.2 ""Land of dead across water."""
"TMI#Q560.1 ""Punishments in land of dead (detailed).""",Q560.1,"TMI # Q560.1 ""Punishments in land of dead (detailed)."""
"TMI#Q560 ""Punishments in hell.""",Q560,"TMI # Q560 ""Punishments in hell."""
"TMI#F568 ""Naked tribe.""",F568,"TMI # F568 ""Naked tripe."""
"ATU#1161 ""The Bear Trainer and his Bear""",1161,"ATU # 1161 ""The Bear Trainer and his Bear"""
"TMI#K1728 ""The bear trainer and his bear.""",K1728,"TMI # K1728 ""The bear trainer and his bear."""
"TMI#X1242.0 """"",X1242.0,"TMI # X1242.0 """""
"ATU#1355B ""“I Can See the Whole World!” (previously Adulteress Tells her Lover, “I Can See the Whole World”)""",1355B,"ATU # 1355B ""I Can See the Whole World!"" (previously Adulteress Tells her Lover, ""I Can See the Whole World"") """
"TMI#K1271.4 ""Adulteress tells lover ”I can see the whole world.“""",K1271.4,"TMI # K1271.4 ""Adulteress tells lover"" I can see the whole world. """""
"TMI#J1115.2 ""Clever physician.""",J1115.2,"TMI # J1115.2 ""Clever physician."""
"ATU#885 ""The Facetious Wedding (previously The Poor Boy Betrothed to the Maiden)""",885,"ATU # 885 ""The Facetious Wedding (Formerly The Poor Boy Betrothed to the Maiden)"""
"TMI#K1371 ""Bride-stealing.""",K1371,"TMI # K1371 ""Bride stealing."""
"TMI#F992 ""Plant shrieks when uprooted.""",F992,"TMI # F992 ""Plant shrieks when uprooted."""
"ATU#1833J ""“Abraham, What Do You Have on Your Breast?”""",1833J,"ATU # 1833J """" Abraham, What Do You Have On Your Breast? """""
"ATU#123B ""Wolf in Sheep's Clothing Gains Admission to the Fold""",123B,"ATU # 123B ""Wolf in Sheep's Clothing Gains Admission to the Fold"""
"TMI#K828.1 ""Fox in sheepskin gains admission to fold and kills sheep.""",K828.1,"TMI # K828.1 ""Fox in sheepskin gains admission to fold and kills sheep."""
"TMI#K934 ""Fox as shepherd.""",K934,"TMI # K934 ""Fox as shepherd."""
"TMI#F515.1 ""Person with unusual fingers.""",F515.1,"TMI # F515.1 ""Person with unusual fingers."""
"TMI#J1883 ""Trickster joins bulrushes in a dance.""",J1883,"TMI # J1883 ""Trickster joins bulrushes in a dance."""
"TMI#R187 ""Horn of Roncevalles.""",R187,"TMI # R187 ""Horn of Roncevalles."""
"TMI#T586.3 ""Multiple birth as result of relations with several men.""",T586.3,"TMI # T586.3 ""Multiple birth as a result of relationships with several men."""
"TMI#C821 ""Tabu: finding age of monster.""",C821,"TMI # C821 ""Tabu: finding age of monster."""
"TMI#A2182 ""Origin of worm.""",A2182,"TMI # A2182 ""Origin of worm."""
"TMI#J758 ""Beware of following an interested adviser.""",J758,"TMI # J758 ""Beware of following an interested advisor."""
"TMI#M155 ""Vow to perform act of prowess.""",M155,"TMI # M155 ""Vow to perform act of prowess."""
"TMI#N212 ""Money cannot be kept from where it is destined to go.""",N212,"TMI # N212 ""Money cannot be kept from where it is destined to go."""
"TMI#D1602.11 ""Self-returning magic coin.""",D1602.11,"TMI # D1602.11 ""Self-returning magic coin."""
"TMI#K611 ""Escape by putting captor off guard.""",K611,"TMI # K611 ""Escape by putting captor off guard."""
"TMI#Q595 ""Loss or destruction of property as punishment.""",Q595,"TMI # Q595 ""Loss or destruction of property as punishment."""
"TMI#D1539 ""Miscellaneous forms of magic transportation.""",D1539,"TMI # D1539 ""Miscellaneous forms of magic transportation."""
"TMI#K774 ""Capture by sight of women's breasts.""",K774,"TMI # K774 ""Capture by sight of women's breasts."""
"TMI#T584.0 """"",T584.0,"TMI # T584.0 """""
"ATU#752B ""The Forgotten Wind""",752B,"ATU # 752B ""The Forgotten Wind"""
"TMI#J755.1 ""The forgotten wind.""",J755.1,"TMI # J755.1 ""The forgotten wind."""
"ATU#1681 ""The Boy's Disasters""",1681,"ATU # 1681 ""The Boy's Disasters"""
"TMI#J2661.4 ""The boy's disasters.""",J2661.4,"TMI # J2661.4 ""The boy's disasters."""
"ATU#1334* ""The Old Moon and the Stars""",1334*,"ATU # 1334 * ""The Old Moon and the Stars"""
"TMI#J2271.2.2 ""Stars made from the old moon.""",J2271.2.2,"TMI # J2271.2.2 ""Stars made from the old moon."""
"TMI#Q451.5.1 ""Nose cut off as punishment for adultery.""",Q451.5.1,"TMI # Q451.5.1 ""Nose cut off as punishment for adultery."""
"ATU#985** ""Measure for Measure""",985**,"ATU # 985 ** ""Measure for Measure"""
"TMI#K1353 ""Woman deceived into sacrificing honor.""",K1353,"TMI # K1353 ""Woman deceived into sacrificing honor."""
"TMI#E443.2.4 ""Ghost laid by priest (minister).""",E443.2.4,"TMI # E443.2.4 ""Ghost laid by priest (minister)."""
"TMI#J2469.3 ""Dividing all they have.""",J2469.3,"TMI # J2469.3 ""Dividing all they have."""
"TMI#J2469 ""Instructions followed literally--miscellaneous.""",J2469,"TMI # J2469 ""Instructions followed literally - miscellaneous."""
"TMI#F531.6.13 ""Graves of giants.""",F531.6.13,"TMI # F531.6.13 ""Graves of giants."""
"TMI#G242.1 ""Witch flies through air on broomstick.""",G242.1,"TMI # G242.1 ""Witch flies through air on broomstick."""
"TMI#G242 ""Witch flies through air.""",G242,"TMI # G242 ""Witch flies through air."""
"TMI#A731 ""Sun as king of sky and earth.""",A731,"TMI # A731 ""Sun as king of sky and earth."""
"TMI#D1610.16 ""Blood speaks.""",D1610.16,"TMI # D1610.16 ""Blood speaks."""
"ATU#1059* ""Riding on a Harrow (previously The Peasant Makes the Devil Sit on the Reversed Harrow)""",1059*,"ATU # 1059 * ""Riding on a Harrow (previously The Peasant Makes the Devil Sit on the Reversed Harrow)"""
"TMI#K1117 ""Ogre induced to sit on reversed harrow.""",K1117,"TMI # K1117 ""Ogre induced to sit on reversed harrow."""
"ATU#1420G ""Buying the Goose (previously Anser Venalis)""",1420G,"ATU # 1420G ""Buying the Goose (formerly Anser Venalis)"""
"TMI#F531.6.2.0 """"",F531.6.2.0,"TMI # F531.6.2.0 """""
"TMI#F531.6.2 ""Haunts of giants.""",F531.6.2,"TMI # F531.6.2 ""Haunts of giants."""
"TMI#P511 ""Criminal allowed to choose his method of execution.""",P511,"TMI # P511 ""Criminal allowed to choose his method of execution."""
"TMI#F261 ""Fairies dance.""",F261,"TMI # F261 ""Fairies dance."""
"TMI#A132.0 """"",A132.0,"TMI # A132.0 """""
"TMI#F348.7 ""Tabu: telling of fairy gifts; the gifts cease.""",F348.7,"TMI # F348.7 ""Tabu: counting fairy gifts; the gifts cease."""
"TMI#D2031.1 ""Magician makes people lift garments to avoid wetting in imaginary river.""",D2031.1,"TMI # D2031.1 ""Magician makes people lift garments to avoid wetting in imaginary river."""
ATU#160B*,160B*,ATU # 160B *
"TMI#V17.0 """"",V17.0,"TMI # V17.0 """""
"TMI#V17 ""Purpose of sacrifice.""",V17,"TMI # V17 ""Purpose of sacrifice."""
"TMI#Q36 ""Reward for repentance.""",Q36,"TMI # Q36 ""Reward for repentance."""
"ATU#1841 ""Grace before Dinner (previously Grace before Meat)""",1841,"ATU # 1841 ""Grace before Dinner (previously Grace before Meat)"""
"ATU#459 ""The Make-Believe Son (Daughter)""",459,"ATU # 459 ""The Make-Believe Son (Daughter)"""
"TMI#F162.1.3 ""Trees bloom, others bear concurrently in otherworld garden.""",F162.1.3,"TMI # F162.1.3 ""Trees bloom, others bear competitively in otherworld garden."""
"TMI#D1381.25 ""Carrying saint's book around army right-handwise insures victory.""",D1381.25,"TMI # D1381.25 ""Carrying saint's book around army right-handwise insures victory."""
"TMI#A2434.2 ""Why certain animals are absent from countries.""",A2434.2,"TMI # A2434.2 ""Why certain animals are absent from countries."""
"TMI#A2434 ""Habitat of animal.""",A2434,"TMI # A2434 ""Habitat of animal."""
"TMI#J462 ""Unnecessary choices of belief.""",J462,"TMI # J462 ""Unnecessary choices of belief."""
"TMI#F874 ""Horse's head for extraordinary use.""",F874,"TMI # F874 ""Horse's head for extraordinary use."""
"TMI#A1268 ""Man created from ashes (cinders).""",A1268,"TMI # A1268 ""Man created from ashes (cinders)."""
"TMI#V441 ""Forgiveness.""",V441,"TMI # V441 ""Forgiveness."""
"TMI#T212 ""Loving couple die of separation.""",T212,"TMI # T212 ""Loving couple die of separation."""
"TMI#K2212.0 """"",K2212.0,"TMI # K2212.0 """""
"TMI#G304.3.1 ""Troll's castle.""",G304.3.1,"TMI # G304.3.1 ""Troll's castle."""
"TMI#G304.3 ""Troll's possessions.""",G304.3,"TMI # G304.3 ""Troll's possessions."""
"TMI#A1018 ""Flood as punishment.""",A1018,"TMI # A1018 ""Flood as punishment."""
"TMI#B123.1 ""Wise serpent.""",B123.1,"TMI # B123.1 ""Wise serpent."""
"TMI#F611.3.0 """"",F611.3.0,"TMI # F611.3.0 """""
"TMI#K1315.2 ""Seduction by posing as doctor.""",K1315.2,"TMI # K1315.2 ""Seduction by posing as a doctor."""
ATU#752C*,752C*,ATU # 752C *
"ATU#830B ""“My Crops will Thrive Here without God's Blessing”""",830B,"ATU # 830B ""My Crops Will Thrive Here Without God's Blessing"" """
"TMI#A2231.1 ""Animal characteristics: punishment for discourteous answer to God (saint).""",A2231.1,"TMI # A2231.1 ""Animal characteristics: punishment for discourteous answer to God (saint)."""
"TMI#X1296 ""Lies about lice.""",X1296,"TMI # X1296 ""Read about lice."""
"TMI#R25.1 ""Princess abducted through underground passage.""",R25.1,"TMI # R25.1 ""Princess abducted through underground passage."""
"TMI#J2131.3.1 ""Girl hacks off her heel to get shoe on.""",J2131.3.1,"TMI # J2131.3.1 ""Girl hacks off her heel to get shoe on."""
"TMI#J2131.3 ""Numskull injures his limbs.""",J2131.3,"TMI # J2131.3 ""Numskull injures his limbs."""
"TMI#X1119 ""Miscellaneous stories of plentiful game.""",X1119,"TMI # X1119 ""Miscellaneous stories or plentiful game."""
"TMI#W11.2 ""Munificent monarch.""",W11.2,"TMI # W11.2 ""Munificent Monarch."""
"TMI#W11 ""Generosity.""",W11,"TMI # W11 ""Generosity."""
"TMI#Q561.2 ""Kettle heating in hell for certain person.""",Q561.2,"TMI # Q561.2 ""Kettle heating in hell for certain person."""
"TMI#X909.1 ""The incorrigible liar.""",X909.1,"TMI # X909.1 ""The incorrigible liar."""
"TMI#X909 ""Other stories about liars.""",X909,"TMI # X909 ""Other stories about liars."""
"TMI#E581.2 ""Ghost rides horse.""",E581.2,"TMI # E581.2 ""Ghost rides horse."""
"TMI#E581 ""Dead person rides.""",E581,"TMI # E581 ""Dead person rides."""
"TMI#S411.2 ""Wife banished for some small fault.""",S411.2,"TMI # S411.2 ""Wife banished for some small fault."""
"TMI#S411 ""Wife banished.""",S411,"TMI # S411 ""Wife banished."""
"TMI#D1091 ""Magic bow.""",D1091,"TMI # D1091 ""Magic bow."""
"TMI#G307.2 ""Form of jinn.""",G307.2,"TMI # G307.2 ""Form of jinn."""
"TMI#K2091 ""Illness feigned in order to learn secret.""",K2091,"TMI # K2091 ""Illness feigned in order to learn secret."""
"TMI#A1981 ""Origin of swan.""",A1981,"TMI # A1981 ""Origin of swan."""
"ATU#1349L* ""Curing Fever by Dipping into Well""",1349L*,"ATU # 1349L * ""Curing Fever by Dipping into Well"""
"TMI#J2412.2 ""Pulling out the eye so that the pain will cease.""",J2412.2,"TMI # J2412.2 ""Pulling out the eye so that the pain will cease."""
"TMI#J2412.6 ""Sick woman hung in well to cool off: drowned.""",J2412.6,"TMI # J2412.6 ""Sick woman hung in well to cool off: drowned."""
"TMI#K1011.1 ""Fool deceived into curing headache by removing his eyes.""",K1011.1,"TMI # K1011.1 ""Fool deceived into curing headache by removing his eyes."""
"TMI#J2214.9 ""Dipping into cold water to cure fever, since hot iron is so cooled.""",J2214.9,"TMI # J2214.9 ""Dipping into cold water to cure fever, since hot iron is so cool."""
ATU#1716*,1716*,ATU # 1716 *
"ATU#1965 ""The Disabled Comrades (previously Knoist and his Three Sons)""",1965,"ATU # 1965 ""The Disabled Comrades (previously Knoist and his Three Sons)"""
"TMI#N517 ""Treasure hidden in building.""",N517,"TMI # N517 ""Treasure hidden in building."""
"TMI#D1382.1 ""Magic pebble prevents burning.""",D1382.1,"TMI # D1382.1 ""Magic pebble prevents burning."""
"TMI#X1726 ""Man cuts off own head.""",X1726,"TMI # X1726 ""Man cuts off own head."""
"ATU#1967 ""The Big Freeze""",1967,"ATU # 1967 ""The Big Freeze"""
"TMI#X1606.2.1 ""Man freezes to saddle.""",X1606.2.1,"TMI # X1606.2.1 ""Man freezes to saddle."""
"TMI#X1623 ""Lies about freezing.""",X1623,"TMI # X1623 ""Read about freezing."""
"ATU#2031A ""The Esdras Chain: Stronger and Strongest""",2031A,"ATU # 2031A ""The Esdras Chain: Stronger and Strongest"""
"TMI#H631.4 ""What is strongest? Woman.""",H631.4,"TMI # H631.4 ""What is strongest? Woman."""
"TMI#H631.9 ""What is strongest? The king.""",H631.9,"TMI # H631.9 ""What is strongest? The king."""
"TMI#H631.5 ""What is strongest? Truth.""",H631.5,"TMI # H631.5 ""What is strongest? Truth."""
"TMI#Z42.1 ""The Esdras chain: stronger and strongest, wine, king, woman, truth.""",Z42.1,"TMI # Z42.1 ""The Esdras chain: stronger and strongest, wine, king, woman, truth."""
"TMI#H631.8 ""What is strongest? Wine.""",H631.8,"TMI # H631.8 ""What is strongest? Wine."""
"ATU#1296B ""Doves in the Letter""",1296B,"ATU # 1296B ""Doves in the Letter"""
"TMI#B217 ""Animal language learned.""",B217,"TMI # B217 ""Animal language learned."""
"TMI#P447 ""Smith.""",P447,"TMI # P447 ""Smith."""
"TMI#V20 ""Confession of sins.""",V20,"TMI # V20 ""Confession of sentences."""
"TMI#P553 ""Weapons.""",P553,"TMI # P553 ""Weapons."""
"TMI#D1382.9 ""Magic cowl protects from fire.""",D1382.9,"TMI # D1382.9 ""Magic cowl protects from fire."""
"TMI#K1969.4 ""Sham deity.""",K1969.4,"TMI # K1969.4 ""Sham deity."""
"TMI#J1495 ""Person runs from actual or supposed ghost.""",J1495,"TMI # J1495 ""Person runs from actual or supposed ghost."""
"TMI#D1612.4 ""Magic object tells where it is hidden.""",D1612.4,"TMI # D1612.4 ""Magic object tells where it is hidden."""
"TMI#D1612 ""Tell-tale magic objects.""",D1612,"TMI # D1612 ""Tell-tale magic objects."""
"TMI#M257 ""Dying monster's request and promise.""",M257,"TMI # M257 ""Dying monster's request and promise."""
"TMI#B238 ""Animal council assigns place and work to all.""",B238,"TMI # B238 ""Animal council assigns place and work to all."""
"ATU#1419A ""The Husband in the Chicken House""",1419A,"ATU # 1419A ""The Husband in the Chicken House"""
"TMI#K1514.1 ""The husband in the chicken house.""",K1514.1,"TMI # K1514.1 ""The husband in the chicken house."""
"ATU#1645B ""Dream of Marking the Treasure""",1645B,"ATU # 1645B ""Dream of Marking the Treasure"""
"TMI#J2136.5.1 ""Thief stops to admire beautiful things before stealing them.""",J2136.5.1,"TMI # J2136.5.1 ""Thief stops admiring beautiful things before stealing them."""
"TMI#A1171 ""Origin of day.""",A1171,"TMI # A1171 ""Origin of day."""
"TMI#A84 ""Creator of animals.""",A84,"TMI # A84 ""Creator of animals."""
"TMI#H13.2.3 ""Recognition by overheard conversation with plant.""",H13.2.3,"TMI # H13.2.3 ""Recognition by overheard conversation with plant."""
"ATU#2260 ""The Golden Key""",2260,"ATU # 2260 ""The Golden Key"""
"TMI#A2239.3 ""Ass betrays deity's secret: hence his ugly bray.""",A2239.3,"TMI # A2239.3 ""Ass betray deity's secret: hence his ugly bray."""
"TMI#A2239 ""Animal characteristics from miscellaneous punishments.""",A2239,"TMI # A2239 ""Animal characteristics from miscellaneous punishments."""
"TMI#T550 ""Monstrous births.""",T550,"TMI # T550 ""Monstrous births."""
"ATU#1188 ""Come Tomorrow""",1188,"ATU # 1188 ""Come Tomorrow"""
"TMI#K231.12.1 ""“Come tomorrow”.""",K231.12.1,"TMI # K231.12.1 """" Come tomorrow ""."""
"TMI#C221.3 ""Tabu: eating certain parts of animals.""",C221.3,"TMI # C221.3 ""Tabu: eating certain parts of animals."""
"TMI#A1352 ""Origin of sexual intercourse.""",A1352,"TMI # A1352 ""Origin of sexual intercourse."""
"TMI#K1911.1.5 ""Old woman substituted for bride in bridegroom's bed.""",K1911.1.5,"TMI # K1911.1.5 ""Old woman substituted for bride in bridegroom's bed."""
"TMI#D1429 ""Magic object draws person (thing) to it--miscellaneous.""",D1429,"TMI # D1429 ""Magic object draws person (thing) to it - miscellaneous."""
"TMI#D1317.5 ""Magic ring gives warning.""",D1317.5,"TMI # D1317.5 ""Magic ring gives warning."""
"TMI#G514.5 ""Ogre tied to rock.""",G514.5,"TMI # G514.5 ""Ogre tied to rock."""
"TMI#T34 ""Lovers meet at social gathering.""",T34,"TMI # T34 ""Lovers meet at social gathering."""
"TMI#H1250 ""Quest to the other world.""",H1250,"TMI # H1250 ""Quest to the other world."""
"ATU#1543D* ""Stone as Witness""",1543D*,"ATU # 1543D * ""Stone as Witness"""
"TMI#J1141.1.3.1 ""Stone as witness.""",J1141.1.3.1,"TMI # J1141.1.3.1 ""Stone as witness."""
"TMI#R261 ""Pursuit by rolling object.""",R261,"TMI # R261 ""Pursuit by rolling object."""
"ATU#1199A ""Preparation of Bread""",1199A,"ATU # 1199A ""Preparation of Bread"""
"TMI#K555.1.2 ""Respite from death gained by tale of the preparation of bread.""",K555.1.2,"TMI # K555.1.2 ""Respite from death gained by speech of bread preparation."""
"TMI#K555.1.1 ""Respite from death gained by tale of the preparation of flax.""",K555.1.1,"TMI # K555.1.1 ""Respite from death gained by speech of the preparation of flax."""
"TMI#A715 ""Sun born of first couple.""",A715,"TMI # A715 ""Sun born of first couple."""
"TMI#M261 ""Chaste woman promises herself to her lover when the rocks leave the coast. (They are moved by magic.)""",M261,"TMI # M261 ""Chaste woman promises herself to her lover when the rocks leave the coast. (They are moved by magic.)"""
"TMI#F911.6 ""All-swallowing monster.""",F911.6,"TMI # F911.6 ""All-swallowing monster."""
"TMI#A2494.16 ""Enemies of reptiles and other animal forms.""",A2494.16,"TMI # A2494.16 ""Enemies of reptiles and other animal forms."""
"TMI#D1658.1.2 ""Figs grateful for being praised even when ill-tasting.""",D1658.1.2,"TMI # D1658.1.2 ""Figs grateful for being praised even when ill-tasting."""
"TMI#D551.6.2 ""Transformation by eating rice mixed with perspiration.""",D551.6.2,"TMI # D551.6.2 ""Transformation by eating rice mixed with perspiration."""
"TMI#K2 ""Animals help man in contest.""",K2,"TMI # K2 ""Animals help man in contest."""
"TMI#H1596.0 """"",H1596.0,"TMI # H1596.0 """""
"TMI#D1500.1.7.3 ""Magic healing blood.""",D1500.1.7.3,"TMI # D1500.1.7.3 ""Magic healing blood."""
"ATU#1639* ""The Royal Order Concerning Clothing (previously King Enriches Clothier)""",1639*,"ATU # 1639 * ""The Royal Order Concerning Clothing (formerly King Enriches Clothier)"""
"ATU#750E* ""Hospitality and Sin""",750E*,"ATU # 750E * ""Hospitality and Sin"""
"TMI#K2357 ""Disguise to enter enemy's camp (castle).""",K2357,"TMI # K2357 ""Disguise to enter enemy's camp (castle)."""
"TMI#T583.1.0 """"",T583.1.0,"TMI # T583.1.0 """""
"ATU#820A ""The Devil Mows with a Magic Sickle""",820A,"ATU # 820A ""The Devil Mows with a Magic Sickle"""
"TMI#M213 ""Devil as substitute for day laborer at mowing.""",M213,"TMI # M213 ""Devil as a substitute for day laborer at mowing."""
"TMI#F707 ""Extraordinary kingdom.""",F707,"TMI # F707 ""Extraordinary kingdom."""
"TMI#F1041.1.2 ""Death from grief for death of lover or relative.""",F1041.1.2,"TMI # F1041.1.2 ""Death from grief for death of lover or relative."""
"TMI#A722.5 ""Sun at night lowers arm.""",A722.5,"TMI # A722.5 ""Sun at night lowers arm."""
"TMI#A722 ""Sun's night journey.""",A722,"TMI # A722 ""Sun's night journey."""
"TMI#B576.3 ""Animal as herdsman.""",B576.3,"TMI # B576.3 ""Animal as herdsman."""
"TMI#H561.1.1 ""Conflict between peasant and nobleman decided so that each must answer riddles: peasant's daughter solves them.""",H561.1.1,"TMI # H561.1.1 ""Conflict between peasant and nobleman decided so that each must answer riddles: peasant's daughter solves them."""
"TMI#F171.4 ""Fighting animals seen in otherworld.""",F171.4,"TMI # F171.4 ""Fighting animals seen in otherworld."""
"TMI#D1015.5 ""Magic stomach of animal.""",D1015.5,"TMI # D1015.5 ""Magic stomach of animal."""
"ATU#992 ""The Eaten Heart""",992,"ATU # 992 ""The Eaten Heart"""
"TMI#J1391 ""Thief makes a lame excuse.""",J1391,"TMI # J1391 ""Thief makes a lame excuse."""
"TMI#B766.1 ""Cat mutilates corpses.""",B766.1,"TMI # B766.1 ""Cat mutilates corpses."""
"TMI#B766 ""Fanciful dangers from animals.""",B766,"TMI # B766 ""Fanciful dangers from animals."""
"TMI#D1380.1 ""Waberlohe.""",D1380.1,"TMI # D1380.1 ""Waberlohe."""
"ATU#965* ""Robbers' Alarm Bell""",965*,"ATU # 965 * ""Robbers' Alarm Bell"""
"TMI#K413 ""Thieves stretch chain across road and evade pursuers.""",K413,"TMI # K413 ""Thieves stretch chain across road and evade pursuers."""
"TMI#L144 ""Ignorant surpasses learned man.""",L144,"TMI # L144 ""Ignorant surpasses learned man."""
"ATU#1634E* ""Throwing the Thief over the Fence""",1634E*,"ATU # 1634E * ""Throwing the Thief over the Fence"""
"TMI#K584 ""Throwing the thief over the fence.""",K584,"TMI # K584 ""Throwing the thief over the fence."""
"TMI#L482.1 ""Men are too rich: greedy gods created to impoverish them.""",L482.1,"TMI # L482.1 ""Men are too rich: greedy gods created to impoverish them."""
"TMI#L482 ""Men too prosperous (happy): things are made more difficult.""",L482,"TMI # L482 ""Men too prosperous (happy): things are made more difficult."""
"TMI#D2069.1 ""Person magically caused to fall.""",D2069.1,"TMI # D2069.1 ""Person magically caused to fall."""
"TMI#D2069 ""Death or bodily injury by magic--miscellaneous.""",D2069,"TMI # D2069 ""Death or bodily injury by magic - miscellaneous."""
"TMI#T69 ""Wooing--miscellaneous motifs.""",T69,"TMI # T69 ""Wooing - miscellaneous motifs."""
"TMI#A672 ""Stygian river.""",A672,"TMI # A672 ""Stygian river."""
"TMI#K321 ""Thief learns location of dupe's food supply by strewing ashes.""",K321,"TMI # K321 ""Thief learns location of dupe's food supply by striving ashes."""
"TMI#H1451 ""Test: speechless vigil in church.""",H1451,"TMI # H1451 ""Test: speechless vigil in church."""
"TMI#D1594 ""Magic object vitalizes.""",D1594,"TMI # D1594 ""Magic object vitalizes."""
"TMI#K812 ""Victim burned in his own house (or hiding place).""",K812,"TMI # K812 ""Victim burned in his own house (or hiding place)."""
"TMI#W33 ""Heroism.""",W33,"TMI # W33 ""Heroism."""
"ATU#1348** ""The Man who Believes his own Lie""",1348**,"ATU # 1348 ** ""The Man Who Believes His Own Lie"""
"TMI#X902 ""Liar comes to believe his own lie.""",X902,"TMI # X902 ""Liar comes to believe his own lie."""
"TMI#K42 ""Harvesting contest.""",K42,"TMI # K42 ""Harvesting contest."""
"TMI#D697 ""Magic object can transform self.""",D697,"TMI # D697 ""Magic object can transform itself."""
"TMI#J21.35 ""”Ruler should follow advice of majority“""",J21.35,"TMI # J21.35 """" Ruler should follow advice of majority """""
"TMI#A112.7 ""God born from peculiar part of parent's body.""",A112.7,"TMI # A112.7 ""God born from peculiar part of parent's body."""
"TMI#E341.1 ""Dead grateful for having corpse ransomed.""",E341.1,"TMI # E341.1 ""Dead grateful for having corpse ransomed."""
"TMI#D1648.1 ""Tree bends to certain person.""",D1648.1,"TMI # D1648.1 ""Tree bends to certain person."""
"TMI#F716 ""Extraordinary fountain.""",F716,"TMI # F716 ""Extraordinary fountain."""
"TMI#H1331.3 ""Quest for marvelous cattle.""",H1331.3,"TMI # H1331.3 ""Quest for Marvelous Cattle."""
"ATU#282A* ""The Flea and the Fly""",282A*,"ATU # 282A * ""The Flea and the Fly"""
"TMI#J612.1 ""Flea and fever exchange night-lodgings.""",J612.1,"TMI # J612.1 ""Flea and fever exchange night-lodgings."""
"TMI#N774.3 ""Adventures from pursuing animal (not magic).""",N774.3,"TMI # N774.3 ""Adventures from pursuing animal (not magic)."""
"TMI#N774 ""Adventures from pursuing enchanted animal (hind, boar, bird).""",N774,"TMI # N774 ""Adventures from pursuing enchanted animal (hind, boar, bird)."""
